animal_id,name,breed,raw_breed,color,secondary_color,sex,is_puppy,intake_date,days_waiting,intake_reason,health,date_of_birth
20535,Emmylou,Labrador Retriever,Labrador Retriever,White,Tan,Female,0,2026-01-18,208,ACO - Impound,Injured,2024-01-18
18656,Daedae,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-01-22,204,ACO - Impound,,2021-01-01
20693,Ivy,Black Mouth Cur,Black Mouth Cur,Tan,Black,Female,0,2026-01-22,204,Owner Surrender,,2021-07-22
20726,Vittorio,American Staffordshire Terrier,American Staffordshire Terrier,Brown,White,Male,0,2026-01-23,203,ACO - Impound,Normal,2024-01-23
20746,Kya,Australian Shepherd,Australian Shepherd,Tri Color,,Female,0,2026-01-23,203,Owner Surrender,,2018-01-23
20780,Cheyenne,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Female,0,2026-01-26,201,ACO - Impound,,2025-05-27
20783,Babushka,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,Black,Female,0,2026-01-26,201,ACO - Impound,,2025-01-28
20797,Baby Acorn,Labrador Retriever,Labrador Retriever,Tan,White,Female,0,2026-01-26,201,ACO - Impound,,2025-10-20
20124,Ponyboy,German Shepherd,German Shepherd,Black,,Male,0,2026-01-26,200,ACO - Impound,,2013-08-15
20833,Jagger,Australian Kelpie,Australian Kelpie,Black,,Male,0,2026-01-27,199,Stray,Normal,2025-01-27
20955,Unknown,Chihuahua,Chihuahua - Long-hair,Red,Rust,Female,0,2026-01-31,196,ACO - Impound,,2024-01-31
20951,Bolt,Labrador Retriever,Labrador Retriever,Black,,Male,0,2026-01-31,195,ACO - Impound,Injured,2022-01-31
20967,Beefy,American Pit Bull Terrier,American Pit Bull Terrier,White,Black,Male,0,2026-01-31,195,ACO - Impound,Normal,2020-01-31
20926,Dante,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,,Male,0,2026-01-31,195,ACO - Impound,,2025-01-31
20963,Beast,American Pit Bull Terrier,American Pit Bull Terrier,Brindle,,Male,0,2026-01-31,195,ACO - Impound,,2022-02-01
21064,Anri,American Pit Bull Terrier,American Pit Bull Terrier,White,,Female,0,2026-02-03,192,ACO - Impound,Normal,2022-02-03
21088,Bentley,Labrador Retriever,Labrador Retriever,Tan,,Male,0,2026-02-03,192,ACO - Impound,,2020-08-17
21086,Pistachio,Labrador Retriever,Labrador Retriever,White,,Male,0,2026-02-03,192,ACO - Impound,,2025-02-03
21119,Gatsby,American Pit Bull Terrier,American Pit Bull Terrier,White,Red,Male,0,2026-02-04,191,ACO - Impound,,2024-02-04
21169,Helios,American Bulldog,American Bulldog,White,Tan,Male,0,2026-02-05,190,Owner Surrender,,2019-08-05
21291,Cicero,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Male,0,2026-02-08,187,Stray,,2021-02-08
21344,Memphis,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-02-10,185,ACO - Impound,,2024-02-10
21356,Saul,English Staffordshire Bull Terrier,English Staffordshire Bull Terrier,Red,White,Male,0,2026-02-10,185,Stray,,2021-03-20
20182,Gatito,Coonhound,Coonhound - Black and Tan,Tan,Black,Male,0,2026-02-12,183,Stray,,2024-01-08
21487,Leo,American Pit Bull Terrier,American Pit Bull Terrier,Buff,,Male,0,2026-02-12,183,Stray,,2024-09-13
21513,Beatrice,American Pit Bull Terrier,American Pit Bull Terrier,Black Brindle,Brown,Female,0,2026-02-13,182,ACO - Impound,,2024-02-13
21528,Baby Girl,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,,Female,0,2026-02-13,182,ACO - Impound,,
21607,Butters,Labrador Retriever,Labrador Retriever,Cream,White,Male,0,2026-02-17,178,Agency,,2017-09-20
21723,Billie,Border Collie,Border Collie,White,Black,Female,0,2026-02-19,176,ACO - Impound,Normal,2024-02-19
21263,Milo,Boxer,Boxer,Brown Brindle,,Male,0,2026-02-19,176,Stray,Normal,2017-02-07
21753,Opie,American Staffordshire Terrier,American Staffordshire Terrier,Grey,Tan,Male,0,2026-02-20,175,Owner Surrender,,2024-02-20
21783,Simba,American Pit Bull Terrier,American Pit Bull Terrier,Black,Tan,Male,0,2026-02-20,175,Owner Surrender,,2025-06-20
18957,Molly,Anatolian Shepherd,Anatolian Shepherd,Tan,Tri Color,Female,0,2026-02-21,174,ACO - Impound,,2022-02-21
21883,Nicholas,Australian Cattle Dog,Australian Cattle Dog,Black,White,Male,0,2026-02-23,172,Agency,,2025-02-23
21884,Bobby,American Pit Bull Terrier,American Pit Bull Terrier,Tan,,Male,0,2026-02-23,172,ACO - Impound,,2024-02-23
21906,Chyanne,American Pit Bull Terrier,American Pit Bull Terrier,Blue,,Female,0,2026-02-23,172,Stray,,2025-02-23
21924,Bruce,American Pit Bull Terrier,American Pit Bull Terrier,Brindle,,Male,0,2026-02-24,171,Owner Surrender,,2020-10-25
21928,Velveteen,American Pit Bull Terrier,American Pit Bull Terrier,Tan,,Female,0,2026-02-24,171,Stray,,2016-02-24
21981,Woody,German Shepherd,German Shepherd,Brown,White,Male,0,2026-02-25,170,ACO - Impound,Sick,2024-09-15
22017,Maxine,American Pit Bull Terrier,American Pit Bull Terrier,Bronze,White,Female,0,2026-02-26,169,ACO - Impound,,2024-02-26
22038,Rascal,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Male,0,2026-02-26,169,ACO - Impound,,2022-09-26
22064,Moose,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Male,0,2026-02-26,169,ACO - Impound,,2024-02-26
22165,Evan,Bullmastiff,Bullmastiff,Brown,,Male,0,2026-03-01,166,ACO - Impound,Normal,2024-03-01
13544,Gypsy,American Pit Bull Terrier,American Pit Bull Terrier,White,Grey,Female,0,2026-03-03,165,ACO - Impound,,2024-08-08
22228,Rosie,German Shepherd,German Shepherd,Brown,Black,Female,0,2026-03-05,162,Stray,,2024-03-05
22229,Daisy,German Shepherd,German Shepherd,Brown,Black,Female,0,2026-03-05,162,Stray,,2024-03-05
22368,Miss Pretty,Labrador Retriever,Labrador Retriever,Black,Brown,Female,0,2026-03-05,162,ACO - Impound,,2015-06-14
22369,Carmelo,Shepherd,Shepherd,Tan,,Male,0,2026-03-05,162,ACO - Impound,,2024-03-05
22388,Rufus,American Bulldog,American Bulldog,Blue,White,Male,0,2026-03-05,162,Stray,,2024-03-05
22533,Creed,American Pit Bull Terrier,American Pit Bull Terrier,Blue,White,Male,0,2026-03-09,158,Owner Surrender,,2021-03-10
22560,Louie,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-03-10,157,Stray,,2022-03-10
22561,Koso,Labrador Retriever,Labrador Retriever,Black,White,Male,0,2026-03-10,157,Owner Surrender,,2024-03-10
22575,Jenny,Labrador Retriever,Labrador Retriever,Black,White,Female,0,2026-03-10,157,Stray,,2025-11-10
22603,Fiona,Hound,Hound,Brown,White,Female,0,2026-03-11,156,ACO - Impound,,2024-03-11
22702,Bunky,Labrador Retriever,Labrador Retriever,Red,White,Male,0,2026-03-13,154,Stray,Normal,2025-11-16
22703,Brenda,Labrador Retriever,Labrador Retriever,Red,White,Female,0,2026-03-13,154,Stray,Normal,2025-11-30
22733,Robin,American Pit Bull Terrier,American Pit Bull Terrier,Blue,,Male,0,2026-03-15,153,ACO - Impound,Normal,2024-10-15
22734,Delilah,American Pit Bull Terrier,American Pit Bull Terrier,Brown,,Female,0,2026-03-15,153,ACO - Impound,Sick,2024-09-15
22583,Rusty,Catahoula Leopard Dog,Catahoula Leopard Dog,Blue Merle,White,Male,0,2026-03-18,149,Stray,,2025-05-18
22861,Felicia,Labrador Retriever,Labrador Retriever,Tan,Black,Female,0,2026-03-18,149,Stray,,2014-03-18
22660,Blossom,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-03-19,148,Stray,,2026-01-08
22661,Cleo,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-03-19,148,Stray,,2026-01-08
22895,Phoebe,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-03-19,148,Stray,,2026-01-08
23128,Linda Lou,Australian Cattle Dog,Australian Cattle Dog,Cream,White,Female,0,2026-03-23,145,ACO - Impound,,2019-04-30
23212,,Great Pyrenees,Great Pyrenees,White,,Male,0,2026-03-24,143,ACO - Impound,,2024-03-24
22982,Gus,Boxer,Boxer,White,Brown,Male,0,2026-03-25,142,Stray,,2025-03-25
23322,Schneider,Mastiff,Mastiff,White,Brown,Male,0,2026-03-25,142,ACO - Impound,,2025-03-26
23375,Kash,American Staffordshire Terrier,American Staffordshire Terrier,Blue,White,Male,0,2026-03-26,141,Agency,,2023-08-19
23489,Dodge,Cane Corso,Cane Corso,Black,,Male,0,2026-03-28,139,ACO - Impound,,2024-04-03
23491,Ford,Cane Corso,Cane Corso,Black,,Male,0,2026-03-28,139,ACO - Impound,,2024-04-03
23530,Charlie,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Male,0,2026-03-30,138,ACO - Impound,Normal,2022-03-30
23532,Benny,American Pit Bull Terrier,American Pit Bull Terrier,Red,,Male,0,2026-03-30,138,ACO - Impound,Injured,2024-09-30
23522,,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Male,0,2026-03-29,138,ACO - Impound,,
23564,Hobbes,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-03-30,137,Stray,,2022-03-30
23422,Baloo,Australian Cattle Dog,Australian Cattle Dog,Black,,Male,0,2026-03-30,137,ACO - Impound,,2024-03-30
23722,Maui,German Shepherd,German Shepherd,Brown,Black,Male,0,2026-04-02,134,Stray,,2021-04-02
23856,Cookyz N Cream,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Male,0,2026-04-06,131,ACO - Impound,,2021-04-06
23887,Chicken Noodle,American Staffordshire Terrier,American Staffordshire Terrier,Black,White,Male,0,2026-04-06,130,Stray,,2023-04-06
22830,Princess,American Pit Bull Terrier,American Pit Bull Terrier,Blue,,Female,0,2026-04-07,129,Stray,,2021-03-17
24036,Layla,Boxer,Boxer,Red,White,Female,0,2026-04-09,127,Owner Surrender,Normal,2025-04-09
24050,Toby,Coonhound,Coonhound,White,Black,Male,0,2026-04-09,127,Owner Surrender,,2023-04-10
24084,Ingrid,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-04-10,126,Owner Surrender,,2023-01-10
24085,Dora,Catahoula Leopard Dog,Catahoula Leopard Dog,Blue Merle,White,Female,0,2026-04-10,126,Owner Surrender,,2022-12-21
24110,Prissy,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Female,0,2026-04-11,125,ACO - Impound,Normal,2025-06-11
24210,Palomo,Siberian Husky,Siberian Husky,White,,Male,0,2026-04-13,124,ACO - Impound,Injured,2024-04-13
24251,Emma,Labrador Retriever,Labrador Retriever,White,Tan,Female,0,2026-04-13,123,Stray,,2026-01-26
24145,Bailey,Labrador Retriever,Labrador Retriever,White,,Male,0,2026-04-13,123,ACO - Impound,,
24263,Diego,Border Collie,Border Collie,Black,White,Male,0,2026-04-14,122,Stray,,2024-04-14
24293,Ace,Australian Cattle Dog,Australian Cattle Dog,Brown Brindle,White,Male,0,2026-04-15,121,Stray,,2025-10-01
24291,Rhonda,Hound,Hound,Tan,,Female,0,2026-04-15,121,Stray,,2024-04-15
24406,Sunshine,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Female,0,2026-04-16,120,ACO - Impound,Normal,2023-04-16
24468,Baby Girl,Labrador Retriever,Labrador Retriever,Blonde,,Female,0,2026-04-17,119,Stray,,2024-04-17
18989,Lyric,American Pit Bull Terrier,American Pit Bull Terrier,Brown,,Female,0,2026-04-17,119,ACO - Impound,Sick,2023-12-06
24593,Tangerine,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Female,0,2026-04-19,117,Stray,,2024-10-19
24624,Charlotte,Bull Terrier,Bull Terrier,White,,Female,0,2026-04-19,117,Stray,,2024-04-19
24659,Charlie,Labrador Retriever,Labrador Retriever,Tan,Cream,Male,0,2026-04-20,116,Stray,,2016-04-20
24646,Fiesta,American Pit Bull Terrier,American Pit Bull Terrier,Blue,White,Male,0,2026-04-20,116,Stray,,2024-10-21
24676,Mazda,Pointer,Pointer,Tri Color,,Female,0,2026-04-21,115,Returns,,2023-04-21
24684,Annie,American Bulldog,American Bulldog,Blue,White,Female,0,2026-04-21,115,Stray,Sick,2019-04-21
24744,Lulu,Labrador Retriever,Labrador Retriever,Brown,White,Female,0,2026-04-22,114,Stray,,2024-12-22
24760,Fern,Anatolian Shepherd,Anatolian Shepherd,Rust,,Male,0,2026-04-22,114,ACO - Impound,,2024-10-22
24810,Lil Luna,Dachshund,Dachshund,Brown Brindle,,Female,0,2026-04-23,113,Owner Surrender,,2021-04-23
24854,Ava,American Bulldog,American Bulldog,Grey,White,Female,0,2026-04-23,113,ACO - Impound,,2018-04-23
24868,Akira,German Shepherd,German Shepherd,Brown,Black,Female,0,2026-04-24,112,Stray,,2025-04-24
24870,Tarragon,Labrador Retriever,Labrador Retriever,Tan,White,Male,0,2026-04-24,112,ACO - Impound,,2022-04-24
24881,Bonnie,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-04-24,112,Owner Surrender,,2023-01-24
24977,,American Pit Bull Terrier,American Pit Bull Terrier,Blue,White,Male,0,2026-04-26,110,Stray,,2023-04-26
25123,Duke,German Shepherd,German Shepherd,Tan,Black,Male,0,2026-04-29,107,Owner Surrender,,2020-11-16
25147,Tyson,German Shepherd,German Shepherd,Brown,Black,Male,0,2026-04-29,107,Owner Surrender,,2019-05-02
25176,Serena,Black Mouth Cur,Black Mouth Cur,Fawn,,Female,0,2026-04-30,106,ACO - Impound,,2025-04-30
25177,Venus,Black Mouth Cur,Black Mouth Cur,Red,,Female,0,2026-04-30,106,ACO - Impound,,2025-04-30
25203,Azuki,Labrador Retriever,Labrador Retriever,Black,White,Male,0,2026-04-30,106,Stray,,2022-05-01
25207,Chancho,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Male,0,2026-04-30,106,ACO - Impound,,2023-05-01
25267,,Unknown,Unknown - DISPATCH ONLY,unknown,,Unknown,0,2026-05-02,105,ACO - Impound,,
25307,,Labrador Retriever,Labrador Retriever,White,,Unknown,1,2026-05-02,104,ACO - Impound,,
25328,Jeeta,Terrier,Terrier,Brown,White,Female,0,2026-05-03,103,ACO - Impound,,2024-05-03
25350,Gorgonzola,Siberian Husky,Siberian Husky,Tan,Brindle,Male,0,2026-05-04,102,ACO - Impound,Normal,2022-05-04
25383,Lana,Anatolian Shepherd,Anatolian Shepherd,Brown,White,Female,0,2026-05-04,102,Stray,,2023-05-05
25384,Rumi,Great Pyrenees,Great Pyrenees,White,Tan,Male,0,2026-05-04,102,Stray,,2023-05-04
25410,Kilo,Labrador Retriever,Labrador Retriever,White,Brown,Male,0,2026-05-05,101,Owner Surrender,,2021-03-05
25460,Tessa,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Female,0,2026-05-05,101,Stray,,2024-11-06
25496,Mariposa,Labrador Retriever,Labrador Retriever,White,Black,Female,0,2026-05-06,100,ACO - Impound,Normal,2024-05-06
25497,Murphy,Labrador Retriever,Labrador Retriever,Tan,White,Male,0,2026-05-06,100,ACO - Impound,Normal,2017-05-25
25519,Layna,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-05-06,100,ACO - Impound,,2023-05-06
25600,Lena,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Female,0,2026-05-07,99,Owner Surrender,,2023-05-07
25615,Shakira,Australian Kelpie,Australian Kelpie,Black,Tan,Female,0,2026-05-07,99,ACO - Impound,Normal,2024-05-07
25677,Beauty,American Pit Bull Terrier,American Pit Bull Terrier,Blue,White,Female,0,2026-05-08,98,Owner Surrender,,2023-05-08
25719,Stormie Rain,American Bulldog,American Bulldog,Brown Brindle,White,Female,0,2026-05-09,97,ACO - Impound,,2015-05-09
25784,Web,Labrador Retriever,Labrador Retriever,Tan,White,Female,0,2026-05-11,95,ACO - Impound,Normal,2024-12-12
25787,Butternut,American Pit Bull Terrier,American Pit Bull Terrier,Brown,,Male,0,2026-05-11,95,ACO - Impound,Sick,2021-05-11
25790,Finch,German Shepherd,German Shepherd,Black,Brown,Male,0,2026-05-11,95,ACO - Impound,Sick,2023-05-12
25802,Lil Prince,Labrador Retriever,Labrador Retriever,Black,White,Male,0,2026-05-11,95,Stray,,2025-09-11
25846,Zinnia,Labrador Retriever,Labrador Retriever,Black,White,Female,0,2026-05-11,95,Stray,,2021-05-11
25854,Rhiannon,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Female,0,2026-05-11,95,ACO - Impound,,2024-11-12
25877,Kangaskhan,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Female,0,2026-05-12,94,Owner Surrender,,2022-05-12
25163,Finley,Shiba Inu,Shiba Inu,Red,White,Male,0,2026-05-15,91,Stray,,2024-05-15
26084,Bruce,American Staffordshire Terrier,American Staffordshire Terrier,Black,White,Male,0,2026-05-15,91,Owner Surrender,,2022-05-22
26085,Poppi,American Pit Bull Terrier,American Pit Bull Terrier,Black,,Female,0,2026-05-15,91,Owner Surrender,,2022-05-16
26101,Sofie,Belgian Shepherd Dog,Belgian Shepherd Dog,Brown,Black,Female,0,2026-05-16,90,Stray,,2025-12-17
26188,Hazel,Dogo Argentino,Dogo Argentino,White,,Female,0,2026-05-18,89,ACO - Impound,Normal,2017-05-19
26162,Molly,Beagle,Beagle,Tri Color,,Female,0,2026-05-17,89,Stray,,2024-05-17
26289,Contexto,American Pit Bull Terrier,American Pit Bull Terrier,Brown,,Male,0,2026-05-19,87,Stray,,2023-05-20
26344,Melos,German Shepherd,German Shepherd,Tan,Cream,Male,0,2026-05-20,86,Owner Surrender,,2021-05-20
26383,Aries,American Pit Bull Terrier,American Pit Bull Terrier,Blue,White,Male,0,2026-05-20,86,Stray,Normal,2022-02-26
23099,Precious,American Pit Bull Terrier,American Pit Bull Terrier,Brown,,Female,0,2026-05-21,85,Owner Surrender,,2023-03-22
26411,Lupe Fiasco,Mastiff,Mastiff,Black,White,Male,0,2026-05-21,85,Agency,,2020-11-21
26450,,American Bulldog,American Bulldog,Grey,,Female,0,2026-05-21,85,ACO - Impound,,
26470,Blue,American Bulldog,American Bulldog,White,Brown,Male,0,2026-05-22,84,Owner Surrender,,2021-03-29
26497,Haisai,Doberman Pinscher,Doberman Pinscher,Black,Brown,Male,0,2026-05-22,84,Owner Surrender,,2021-05-24
26498,Guapo,Chihuahua,Chihuahua - Smooth,Black,White,Male,0,2026-05-22,84,ACO - Impound,Injured,2024-05-22
26556,Bruno,Dutch Shepherd,Dutch Shepherd,Brindle,,Male,0,2026-05-23,83,Agency,,2023-12-24
26581,Fuji,Rottweiler,Rottweiler,Black,Tri Color,Male,0,2026-05-24,82,ACO - Impound,,2022-11-25
26626,Honey Bee,Labrador Retriever,Labrador Retriever,White,,Female,0,2026-05-26,81,ACO - Impound,Normal,2024-05-26
26624,Fusilli,American Pit Bull Terrier,American Pit Bull Terrier,White,Black,Female,0,2026-05-25,81,ACO - Impound,,2024-05-25
26632,Opal,Poodle,Poodle - Miniature,White,,Female,0,2026-05-26,80,Agency,,2011-05-26
25182,Shadow,Siberian Husky,Siberian Husky,White,Black,Female,0,2026-05-26,80,ACO - Impound,,2020-04-30
26857,Lalita,American Pit Bull Terrier,American Pit Bull Terrier,Cream,White,Female,0,2026-05-28,78,Stray,Injured,2023-06-21
26862,Bunuelo,Mastiff,Mastiff,Brown,White,Male,0,2026-05-28,78,ACO - Impound,,2024-05-30
26914,Artie,American Pit Bull Terrier,American Pit Bull Terrier,Grey,White,Male,0,2026-05-29,77,ACO - Impound,,2024-05-29
26951,Tyson,American Staffordshire Terrier,American Staffordshire Terrier,Tan,White,Male,0,2026-05-29,77,Owner Surrender,,2025-01-29
26971,Zayda,Australian Shepherd,Australian Shepherd,Brown,Black,Male,0,2026-05-30,76,Stray,,2024-05-30
26990,Piggy,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Male,0,2026-05-31,75,Stray,,2022-05-31
27063,Furby,American Pit Bull Terrier,American Pit Bull Terrier,Blue,,Female,0,2026-06-01,74,ACO - Impound,,2021-06-01
27152,Princesa,Hound,Hound,Black,Tan,Female,0,2026-06-02,73,Owner Surrender,,2013-07-31
27188,Janice,German Shepherd,German Shepherd,White,,Female,0,2026-06-03,72,Stray,,2025-06-04
27222,Damon,American Pit Bull Terrier,American Pit Bull Terrier,Fawn,,Male,0,2026-06-03,72,Stray,,2022-06-03
27246,Amor,Anatolian Shepherd,Anatolian Shepherd,Tan,,Female,0,2026-06-03,72,Stray,Normal,2020-06-05
27247,Bergamot,American Pit Bull Terrier,American Pit Bull Terrier,Blue Brindle,White,Male,0,2026-06-03,72,Stray,Normal,2025-10-04
27291,Diamond,American Pit Bull Terrier,American Pit Bull Terrier,Blue Brindle,,Female,0,2026-06-04,71,Owner Surrender,Normal,2022-12-04
27315,Baxter,Pointer,Pointer,White,Tan,Male,0,2026-06-04,71,Stray,,2023-06-05
27325,Rumble,Labrador Retriever,Labrador Retriever,Black,White,Male,0,2026-06-04,71,Stray,,2021-06-05
26419,Bodi,Boxer,Boxer,Brindle,White,Male,0,2026-06-04,71,Stray,Normal,2020-06-05
27353,Zaire,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Male,0,2026-06-05,70,ACO - Impound,,2025-06-05
26915,Taz,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Male,0,2026-06-05,70,Owner Surrender,,2025-05-04
27463,Max,Australian Cattle Dog,Australian Cattle Dog,Tan,,Male,0,2026-06-07,69,ACO - Impound,Normal,
27458,Oakley,American Staffordshire Terrier,American Staffordshire Terrier,White,Brown,Male,0,2026-06-06,69,Stray,,2020-06-06
27477,Seguin,Anatolian Shepherd,Anatolian Shepherd,Tri Color,,Male,0,2026-06-07,68,Stray,,2025-12-24
27483,Zera,Beauceron,Beauceron,Black,Brown,Female,0,2026-06-07,68,ACO - Impound,,2015-06-07
27484,Kayda,Hungarian Vizsla,Hungarian Vizsla - Smooth,Brown,White,Female,0,2026-06-07,68,ACO - Impound,,2023-06-08
27485,Melvin,Beauceron,Beauceron,Black,Brown,Male,0,2026-06-07,68,ACO - Impound,,2024-06-07
27490,Banana Cream,Black Mouth Cur,Black Mouth Cur,Brown,Black,Female,0,2026-06-07,68,ACO - Impound,,2025-06-08
27539,Bella,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Female,0,2026-06-08,67,Stray,,2021-06-08
27557,Pepper,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Female,0,2026-06-09,66,Owner Surrender,,2020-06-10
27571,Tuxedo,American Bulldog,American Bulldog,Black,White,Male,0,2026-06-09,66,ACO - Impound,Injured,2018-06-09
27576,Knox,Labrador Retriever,Labrador Retriever,Black,White,Male,0,2026-06-09,66,Stray,,2017-04-09
27593,Gumbo,American Pit Bull Terrier,American Pit Bull Terrier,Chocolate,White,Male,0,2026-06-09,66,Owner Surrender,,2019-06-09
27600,Kees,Plott Hound,Plott Hound,Brown Brindle,,Male,0,2026-06-09,66,Stray,,2026-02-09
27603,Portia,American Pit Bull Terrier,American Pit Bull Terrier,Brindle,Black,Female,0,2026-06-09,66,ACO - Impound,,2024-06-10
24338,Benito,American Pit Bull Terrier,American Pit Bull Terrier,White,Brown,Male,0,2026-06-10,65,ACO - Impound,Normal,2019-04-15
27973,Oliver,Entlebucher Mountain Dog,Entlebucher Mountain Dog,Chocolate,White,Male,0,2026-06-11,64,Owner Surrender,,2023-12-11
28001,Bubbles,German Shepherd,German Shepherd,Black,Brown,Female,1,2026-06-11,64,Stray,,2026-05-15
28006,Buttercup,German Shepherd,German Shepherd,Black,Brown,Female,1,2026-06-11,64,Stray,,2026-05-15
28021,Ray,Golden Retriever,Golden Retriever,Tan,White,Male,0,2026-06-11,64,Stray,,
28022,,Labrador Retriever,Labrador Retriever,Tan,,Male,0,2026-06-11,64,ACO - Impound,,
28023,Botanicus,American Pit Bull Terrier,American Pit Bull Terrier,Blue,Blue,Male,0,2026-06-11,64,Stray,,2025-06-13
28050,Mabel,Dachshund,Dachshund,Black,White,Female,0,2026-06-12,63,Owner Surrender,,2013-09-12
28277,,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,,Male,0,2026-06-16,60,ACO - Impound,,2025-06-16
28434,Josh,American Pit Bull Terrier,American Pit Bull Terrier,Grey,,Male,0,2026-06-18,58,ACO - Impound,,2020-06-18
27471,Rosie,American Bulldog,American Bulldog,White,Black,Female,0,2026-06-17,58,Stray,,2025-06-07
28461,Maluke,Boxer,Boxer,Tan,White,Male,0,2026-06-18,57,Owner Surrender,,2016-03-28
28604,,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-06-21,54,ACO - Impound,Normal,2025-06-22
28605,Java,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-06-21,54,ACO - Impound,Normal,2025-12-22
28606,Guava,American Pit Bull Terrier,American Pit Bull Terrier,Brindle,White,Male,0,2026-06-21,54,ACO - Impound,Normal,2025-06-22
28620,Rollo,Pointer,Pointer,White,Black,Male,0,2026-06-21,54,Agency,,2025-06-22
28648,Hinata,German Shepherd,German Shepherd,Tan,Black,Female,0,2026-06-22,53,Owner Surrender,,2021-06-22
28712,Zoink,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-06-22,53,ACO - Impound,,2024-06-24
28717,Willy,German Shepherd,German Shepherd,White,,Male,0,2026-06-23,52,ACO - Impound,,2025-12-23
28762,Brandy,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Female,0,2026-06-23,52,Stray,,2020-11-23
28761,Gotham,ALASKAN HUSKY,ALASKAN HUSKY,Black,,Male,0,2026-06-23,52,Stray,,2025-03-23
28763,,Doberman Pinscher,Doberman Pinscher,Chocolate,,Male,0,2026-06-23,52,Stray,,2025-11-23
28772,,Chihuahua,Chihuahua - Smooth,Tri Color,White,Unknown,1,2026-06-23,52,Stray,,
28065,Ellie,Australian Cattle Dog,Australian Cattle Dog,Black,White,Female,0,2026-06-23,52,Stray,,2018-06-24
28813,Chico,American Pit Bull Terrier,American Pit Bull Terrier,White,Brown,Male,0,2026-06-24,51,Owner Surrender,,2022-10-24
28897,Asher,Australian Cattle Dog,Australian Cattle Dog,Blue,Brown,Male,0,2026-06-25,50,Owner Surrender,,2021-06-25
28900,,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Unknown,0,2026-06-25,50,Stray,,2024-06-25
28964,Winslow,Foxhound,Foxhound,Brown Brindle,White,Male,0,2026-06-26,49,Stray,,2025-10-26
28983,Darla,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-06-26,49,Stray,,2025-06-27
29048,Charming,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Male,0,2026-06-27,48,Stray,,2024-06-27
29213,,Rottweiler,Rottweiler,Black,Tan,Male,0,2026-07-01,45,ACO - Impound,Injured,2019-07-01
29186,Spot,Border Collie,Border Collie,Black,White,Male,0,2026-06-30,45,Owner Surrender,,2025-06-30
29187,Boss,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Male,0,2026-06-30,45,Owner Surrender,,2025-06-30
29188,Spot,Border Collie,Border Collie,Brown Brindle,White,Male,0,2026-06-30,45,Owner Surrender,,2025-06-30
29189,Spot,Border Collie,Border Collie,Brown Brindle,White,Male,0,2026-06-30,45,Owner Surrender,,2025-06-30
29200,Zeek,American Pit Bull Terrier,American Pit Bull Terrier,Grey,White,Male,0,2026-06-30,45,ACO - Impound,,2024-06-30
